Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-15	71853	screw-ball	6	120	hit	double
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-15	71853	straight	1	144	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-15	71853	change-up	2	133	hit	home-run
Takahashi, Shuhei	高橋 周平	CHU	2022-05-15	71853	straight	2	142	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-15	71853	curve	9	116	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-15	71853	straight	3	144	hit	single
Neo, Akira	根尾 昂	CHU	2022-05-15	71853	straight	2	143	hit	single
Neo, Akira	根尾 昂	CHU	2022-05-15	71853	straight	2	147	hit	single
Yanagi, Yuya	柳 裕也	CHU	2022-05-15	71853	slider	2	125	hit	single
Yanagi, Yuya	柳 裕也	CHU	2022-05-15	71853	straight	1	144	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-15	71853	straight	6	144	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-15	71853	slider	5	119	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-15	71853	slider	3	124	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-15	71853	straight	2	NA	hit	home-run
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-15	71853	slider	3	129	hit	single
Masuda, Riku	増田 陸	YOM	2022-05-15	71853	cutter	4	134	hit	home-run
Masuda, Riku	増田 陸	YOM	2022-05-15	71853	straight	3	155	hit	single
Kitamura, Takumi	北村 拓己	YOM	2022-05-15	71853	change-up	5	129	hit	triple
Tateoka, Soichiro	立岡 宗一郎	YOM	2022-05-15	71853	straight	3	147	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-15	71854	straight	1	144	hit	double
Chikamoto, Koji	近本 光司	HAN	2022-05-15	71854	cutter	2	138	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-15	71854	straight	1	141	hit	home-run
Sato, Teruaki	佐藤 輝明	HAN	2022-05-15	71854	straight	3	143	hit	home-run
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-15	71854	straight	3	142	hit	double
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-15	71854	straight	2	150	hit	single
Itoi, Yoshio	糸井 嘉男	HAN	2022-05-15	71854	change-up	5	130	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-15	71854	cutter	3	130	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-15	71854	cutter	7	137	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-15	71854	split-finger	2	141	hit	home-run
Takayama, Shun	髙山 俊	HAN	2022-05-15	71854	two-seam	6	145	hit	double
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-15	71854	slider	5	134	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-15	71854	curve	3	122	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-15	71854	slider	5	131	hit	double
Soto, Neftali	ソト ネフタリ	YOK	2022-05-15	71854	cutter	3	134	hit	double
Maki, Shugo	牧 秀悟	YOK	2022-05-15	71854	straight	3	143	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-15	71854	straight	4	142	hit	double
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-15	71854	slider	4	131	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-15	71854	straight	7	151	hit	single
Minei, Hiroki	嶺井 博希	YOK	2022-05-15	71854	straight	6	149	hit	single
Ota, Kengo	太田 賢吾	YAK	2022-05-15	71855	straight	2	147	hit	single
Ota, Kengo	太田 賢吾	YAK	2022-05-15	71855	straight	3	146	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-15	71855	slider	5	NA	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-15	71855	slider	4	140	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-15	71855	straight	3	153	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-05-15	71855	straight	3	147	hit	home-run
Murakami, Munetaka	村上 宗隆	YAK	2022-05-15	71855	nuckle-curve	2	122	hit	single
Osuna, José	オスナ ホセ	YAK	2022-05-15	71855	straight	4	148	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-15	71855	straight	5	151	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-15	71855	straight	2	127	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-15	71855	straight	5	148	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-15	71855	slider	1	135	hit	double
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-15	71855	split-finger	3	143	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-15	71855	shoot	4	127	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-15	71855	straight	2	152	hit	single
Nakamura, Kento	中村 健人	HIR	2022-05-15	71855	sinker	7	120	hit	double
Nakamura, Kento	中村 健人	HIR	2022-05-15	71855	sinker	6	123	hit	home-run
Nakamura, Kento	中村 健人	HIR	2022-05-15	71855	two-seam	1	151	hit	single
Isomura, Yoshitaka	磯村 嘉孝	HIR	2022-05-15	71855	sinker	5	120	hit	single
Matsuyama, Ryuhei	松山 竜平	HIR	2022-05-15	71855	straight	2	149	hit	double
Chono, Hisayoshi	長野 久義	HIR	2022-05-15	71855	cutter	7	140	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-17	71856	straight	3	141	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-17	71856	slider	4	NA	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-17	71856	slider	1	126	hit	double
Kozono, Kaito	小園 海斗	HIR	2022-05-17	71856	straight	1	NA	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-17	71856	straight	1	142	hit	single
Suekane, Shota	末包 昇大	HIR	2022-05-17	71856	straight	2	145	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-17	71856	straight	2	NA	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-17	71856	straight	2	NA	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-17	71856	slider	2	NA	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-17	71856	slider	4	NA	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-17	71856	straight	4	151	hit	single
Nakajima, Hiroyuki	中島 宏之	YOM	2022-05-17	71856	change-up	2	133	hit	single
Mercedes, Cristopher	メルセデス クリストファー	YOM	2022-05-17	71856	change-up	3	NA	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-17	71857	slider	1	123	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-17	71857	cutter	4	140	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-17	71857	slider	5	126	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-17	71857	change-up	3	130	hit	home-run
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-17	71857	slider	4	135	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-05-17	71857	slider	3	136	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-17	71857	change-up	4	134	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-17	71857	straight	4	154	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-17	71857	change-up	4	131	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-05-17	71857	change-up	6	132	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-05-17	71857	slider	3	126	hit	double
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-17	71857	straight	4	153	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-17	71858	straight	6	150	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-17	71858	straight	2	144	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-17	71858	straight	6	145	hit	home-run
Maki, Shugo	牧 秀悟	YOK	2022-05-17	71858	straight	1	143	hit	double
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-17	71858	straight	2	145	hit	single
Maeda, Yamato	前田 大和	YOK	2022-05-17	71858	straight	3	144	hit	double
Maeda, Yamato	前田 大和	YOK	2022-05-17	71858	nuckle-curve	4	118	hit	single
Kamizato, Kazuki	神里 和毅	YOK	2022-05-17	71858	straight	2	143	hit	single
Kamizato, Kazuki	神里 和毅	YOK	2022-05-17	71858	nuckle-curve	4	120	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-17	71858	straight	1	139	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-17	71858	straight	2	143	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-17	71858	straight	4	145	hit	single
Ishioka, Ryota	石岡 諒太	CHU	2022-05-17	71858	cutter	4	136	hit	single
Ohmori, Minoru	大盛 穂	HIR	2022-05-18	71859	shoot	2	142	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-18	71859	cutter	4	129	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-18	71859	fork	5	142	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-18	71859	shoot	5	NA	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-18	71859	straight	7	146	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-18	71859	shoot	3	142	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-18	71859	cutter	1	NA	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-18	71859	fork	5	139	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-18	71859	shoot	1	NA	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-18	71859	straight	6	144	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-18	71859	straight	1	145	hit	home-run
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-18	71859	straight	4	145	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-18	71859	slider	9	133	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-18	71859	straight	1	141	hit	home-run
Nakayama, Raito	中山 礼都	YOM	2022-05-18	71859	slider	1	136	hit	single
Nakayama, Raito	中山 礼都	YOM	2022-05-18	71859	straight	6	145	hit	single
Yamasaki, Iori	山﨑 伊織	YOM	2022-05-18	71859	slider	4	135	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-18	71860	cutter	3	139	hit	double
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-18	71860	straight	3	151	hit	home-run
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-18	71860	change-up	3	126	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-18	71860	shoot	3	154	hit	home-run
Sato, Teruaki	佐藤 輝明	HAN	2022-05-18	71860	straight	1	140	hit	double
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-18	71860	change-up	1	123	hit	home-run
Hojoh, Fumiya	北條 史也	HAN	2022-05-18	71860	slider	3	129	hit	single
Nishi, Junya	西 純矢	HAN	2022-05-18	71860	straight	1	150	hit	home-run
Yamada, Tetsuto	山田 哲人	YAK	2022-05-18	71860	fork	6	147	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-18	71860	straight	3	150	hit	double
Yamada, Tetsuto	山田 哲人	YAK	2022-05-18	71860	straight	1	149	hit	home-run
Aoki, Norichika	青木 宣親	YAK	2022-05-18	71860	change-up	3	134	hit	single
Osuna, José	オスナ ホセ	YAK	2022-05-18	71860	fork	1	NA	hit	single
Uchiyama, Soma	内山 壮真	YAK	2022-05-18	71860	curve	2	123	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-18	71861	curve	6	108	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-18	71861	cutter	3	128	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-18	71861	straight	6	140	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-18	71861	change-up	6	127	hit	double
Soto, Neftali	ソト ネフタリ	YOK	2022-05-18	71861	slider	4	135	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-18	71861	cutter	5	127	hit	home-run
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-18	71861	curve	2	108	hit	single
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-18	71861	slider	4	135	hit	single
Maeda, Yamato	前田 大和	YOK	2022-05-18	71861	slider	4	NA	hit	single
Maeda, Yamato	前田 大和	YOK	2022-05-18	71861	straight	4	137	hit	single
Fujita, Kazuya	藤田 一也	YOK	2022-05-18	71861	slider	4	135	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-18	71861	two-seam	2	151	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-18	71861	two-seam	3	149	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-18	71861	two-seam	2	149	hit	double
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-18	71861	slider	2	135	hit	double
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-18	71861	two-seam	1	149	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-18	71861	two-seam	5	NA	hit	double
Abe, Toshiki	阿部 寿樹	CHU	2022-05-18	71861	straight	2	154	hit	home-run
Neo, Akira	根尾 昂	CHU	2022-05-18	71861	cutter	2	143	hit	double
Ishibashi, Kota	石橋 康太	CHU	2022-05-18	71861	two-seam	4	149	hit	double
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-19	71862	straight	5	150	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-19	71862	two-seam	7	141	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-19	71862	straight	4	145	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-19	71862	cutter	2	135	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-05-19	71862	slider	5	133	hit	double
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-19	71862	two-seam	6	132	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-19	71862	change-up	3	130	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-19	71862	straight	1	141	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-19	71862	two-seam	2	131	hit	single
Nakajima, Hiroyuki	中島 宏之	YOM	2022-05-19	71862	slider	4	125	hit	single
Nakayama, Raito	中山 礼都	YOM	2022-05-19	71862	straight	3	144	hit	single
Nakayama, Raito	中山 礼都	YOM	2022-05-19	71862	change-up	6	130	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-19	71863	two-seam	3	151	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-19	71863	change-up	3	123	hit	double
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-19	71863	cutter	1	NA	hit	single
Gunkel, Joe	ガンケル ジョー	HAN	2022-05-19	71863	change-up	4	123	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-19	71863	two-seam	2	NA	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-19	71863	straight	1	150	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-19	71863	straight	2	150	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-19	71863	split-finger	2	139	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-19	71863	slider	2	135	hit	double
Yamada, Tetsuto	山田 哲人	YAK	2022-05-19	71863	straight	6	NA	hit	double
Nakamura, Yuhei	中村 悠平	YAK	2022-05-19	71863	two-seam	4	NA	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-20	71864	two-seam	3	144	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-20	71864	straight	1	144	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-20	71864	two-seam	2	156	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-20	71864	slider	4	130	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-20	71864	straight	3	144	hit	single
Hamada, Taiki	濱田 太貴	YAK	2022-05-20	71864	change-up	4	141	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-20	71864	straight	2	144	hit	double
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-20	71864	straight	5	149	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-20	71864	straight	3	146	hit	double
Soto, Neftali	ソト ネフタリ	YOK	2022-05-20	71864	shoot	3	151	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-20	71864	straight	3	146	hit	double
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-20	71864	straight	1	141	hit	single
Minei, Hiroki	嶺井 博希	YOK	2022-05-20	71864	fork	4	134	hit	single
Minei, Hiroki	嶺井 博希	YOK	2022-05-20	71864	straight	5	145	hit	single
Sekine, Taiki	関根 大気	YOK	2022-05-20	71864	curve	2	115	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-20	71865	straight	4	146	hit	double
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-20	71865	straight	3	140	hit	double
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-20	71865	split-finger	5	140	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-20	71865	two-seam	5	141	hit	single
Tateoka, Soichiro	立岡 宗一郎	YOM	2022-05-20	71865	straight	2	140	hit	single
Tateoka, Soichiro	立岡 宗一郎	YOM	2022-05-20	71865	straight	5	154	hit	single
Nakata, Sho	中田 翔	YOM	2022-05-20	71865	two-seam	4	136	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-20	71865	two-seam	3	143	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-20	71865	straight	9	148	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-20	71865	slider	3	122	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-20	71865	straight	2	153	hit	single
Nakajima, Hiroyuki	中島 宏之	YOM	2022-05-20	71865	straight	5	142	hit	single
Ohshiro, Takumi	大城 卓三	YOM	2022-05-20	71865	straight	3	144	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-20	71865	curve	1	131	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-20	71865	slider	7	120	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-20	71865	slider	8	137	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-20	71865	slider	3	134	hit	home-run
Aoyagi, Koyo	青柳 晃洋	HAN	2022-05-20	71865	straight	3	146	hit	single
Takayama, Shun	髙山 俊	HAN	2022-05-20	71865	fork	2	133	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-20	71866	straight	2	147	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-20	71866	straight	5	146	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-20	71866	cutter	5	134	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-20	71866	cutter	5	138	hit	double
Abe, Toshiki	阿部 寿樹	CHU	2022-05-20	71866	cutter	4	134	hit	home-run
Abe, Toshiki	阿部 寿樹	CHU	2022-05-20	71866	slider	5	122	hit	double
Kinoshita, Takuya	木下 拓哉	CHU	2022-05-20	71866	cutter	1	137	hit	home-run
Noma, Takayoshi	野間 峻祥	HIR	2022-05-20	71866	fork	4	136	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-05-20	71866	straight	1	142	hit	double
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-20	71866	fork	8	134	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-20	71866	slider	3	125	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-20	71866	straight	2	146	hit	double
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-20	71866	fork	3	NA	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-20	71866	straight	3	139	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-20	71866	two-seam	3	136	hit	home-run
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-20	71866	straight	2	140	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-20	71866	straight	1	144	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-20	71866	straight	7	148	hit	home-run
Nakamura, Kento	中村 健人	HIR	2022-05-20	71866	fork	3	134	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-21	71867	straight	3	146	hit	home-run
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-21	71867	fork	4	136	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-21	71867	two-seam	3	145	hit	double
Murakami, Munetaka	村上 宗隆	YAK	2022-05-21	71867	fork	6	135	hit	home-run
Kawabata, Shingo	川端 慎吾	YAK	2022-05-21	71867	cutter	1	138	hit	single
Uchiyama, Soma	内山 壮真	YAK	2022-05-21	71867	NA	0	NA	hit	double
Uchiyama, Soma	内山 壮真	YAK	2022-05-21	71867	cutter	3	137	hit	double
Uchiyama, Soma	内山 壮真	YAK	2022-05-21	71867	two-seam	3	144	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-21	71867	cutter	1	138	hit	home-run
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-21	71867	straight	1	145	hit	single
Sano, Keita	佐野 恵太	YOK	2022-05-21	71867	slider	4	129	hit	single
Sano, Keita	佐野 恵太	YOK	2022-05-21	71867	sinker	3	136	hit	double
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-21	71867	shoot	5	145	hit	single
Miyazaki, Toshiro	宮﨑 敏郎	YOK	2022-05-21	71867	straight	1	147	hit	double
Maeda, Yamato	前田 大和	YOK	2022-05-21	71867	slider	2	128	hit	double
Sekine, Taiki	関根 大気	YOK	2022-05-21	71867	shoot	5	143	hit	single
Kamizato, Kazuki	神里 和毅	YOK	2022-05-21	71867	change-up	2	132	hit	double
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-21	71868	straight	6	139	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-21	71868	slider	3	133	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-21	71868	straight	5	142	hit	single
Yoshikawa, Naoki	吉川 尚輝	YOM	2022-05-21	71868	curve	3	121	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-21	71868	change-up	6	137	hit	single
Masuda, Riku	増田 陸	YOM	2022-05-21	71868	straight	2	NA	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-21	71868	two-seam	7	143	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-21	71868	cutter	3	140	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-21	71868	straight	7	NA	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-21	71868	two-seam	4	142	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-21	71868	cutter	3	138	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-21	71868	two-seam	2	144	hit	single
Itoi, Yoshio	糸井 嘉男	HAN	2022-05-21	71868	two-seam	2	142	hit	double
Ohshima, Yohei	大島 洋平	CHU	2022-05-21	71869	straight	3	144	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-21	71869	two-seam	1	137	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-21	71869	cutter	6	132	hit	double
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-21	71869	straight	5	148	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-21	71869	two-seam	6	140	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-05-21	71869	two-seam	2	138	hit	single
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-21	71869	curve	3	114	hit	single
Ishioka, Ryota	石岡 諒太	CHU	2022-05-21	71869	two-seam	2	138	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-05-21	71869	fork	4	128	hit	double
Noma, Takayoshi	野間 峻祥	HIR	2022-05-21	71869	straight	2	142	hit	single
Noma, Takayoshi	野間 峻祥	HIR	2022-05-21	71869	straight	4	NA	hit	double
Noma, Takayoshi	野間 峻祥	HIR	2022-05-21	71869	straight	5	142	hit	single
